Experience,Designation,Salary,Publications,BookChapters,ConsultancyWork,FundReceived,Membership
1.0,Assistant Professor,30000.0,5.0,2.0,1000.0,100.0,6.931471805599453
1.039039039039039,Assistant Professor,30120.12012012012,5.295295295295295,2.0386652879166203,1039.039039039039,107.96021246471695,7.124786375782523
1.078078078078078,Assistant Professor,30240.24024024024,5.59059059059059,2.07661077535303,1078.078078078078,116.22523424325226,7.314434656372257
1.117117117117117,Assistant Professor,30360.36036036036,5.885885885885886,2.113875225378373,1117.117117117117,124.79506533560584,7.5005531283182485
1.1561561561561562,Assistant Professor,30480.48048048048,6.181181181181181,2.1504940419877068,1156.1561561561562,133.66970574177782,7.683270790677804
1.1951951951951951,Assistant Professor,30600.6006006006,6.476476476476476,2.1864996640248497,1195.195195195195,142.84915546176805,7.862709697693346
1.2342342342342343,Assistant Professor,30720.72072072072,6.771771771771772,2.221921901628619,1234.2342342342342,152.33341449557668,8.03898544852648
1.2732732732732732,Assistant Professor,30840.84084084084,7.067067067067067,2.256788225131701,1273.2732732732732,162.12248284320353,8.21220763457005
1.3123123123123124,Assistant Professor,30960.96096096096,7.362362362362362,2.2911240143757494,1312.3123123123123,172.2163605046488,8.382480248672858
1.3513513513513513,Assistant Professor,31081.08108108108,7.657657657657658,2.3249527748763854,1351.3513513513512,182.61504747991233,8.549902060103593
1.3903903903903905,Assistant Professor,31201.201201201202,7.952952952952953,2.3582963260713363,1390.3903903903904,193.31854376899423,8.714566958639393
1.4294294294294294,Assistant Professor,31321.32132132132,8.248248248248249,2.3911749659357255,1429.4294294294293,204.3268493718944,8.876564270780477
1.4684684684684686,Assistant Professor,31441.441441441442,8.543543543543544,2.4236076154926307,1468.4684684684685,215.63996428861296,9.035979050757362
1.5075075075075075,Assistant Professor,31561.56156156156,8.83883883883884,2.4556119461409267,1507.5075075075074,227.25788851914976,9.192892348704117
1.5465465465465464,Assistant Professor,31681.681681681683,9.134134134134134,2.4872044922334364,1546.5465465465466,239.18062206350493,9.347381458114592
1.5855855855855856,Assistant Professor,31801.8018018018,9.42942942942943,2.518400750941427,1585.5855855855857,251.40816492167843,9.499520144472871
1.6246246246246248,Assistant Professor,31921.921921921923,9.724724724724725,2.5492152711174665,1624.6246246246249,263.9405170936703,9.649378856750916
1.6636636636636637,Assistant Professor,32042.04204204204,10.02002002002002,2.5796617326026787,1663.6636636636638,276.7776785794804,9.797024923291357
1.7027027027027026,Assistant Professor,32162.162162162163,10.315315315315315,2.60975301720504,1702.7027027027027,289.9196493791088,9.942522733438668
1.7417417417417418,Assistant Professor,32282.28228228228,10.61061061061061,2.639501272393512,1741.7417417417419,303.36642949255565,10.085933906145248
1.780780780780781,Assistant Professor,32402.402402402404,10.905905905905906,2.668917968601344,1780.780780780781,317.11801891982077,10.227317446657356
1.8198198198198199,Assistant Professor,32522.522522522522,11.2012012012012,2.698013950905236,1819.81981981982,331.17441766090417,10.36672989227819
1.8588588588588588,Assistant Professor,32642.642642642644,11.496496496496498,2.726799485740643,1858.8588588588589,345.5356257158059,10.504225448109214
1.897897897897898,Assistant Professor,32762.762762762763,11.791791791791791,2.755284303223824,1897.897897897898,360.201643084526,10.63985611358542
1.936936936936937,Assistant Professor,32882.882882882885,12.087087087087088,2.7834776355752795,1936.936936936937,375.17246976706434,10.773671800543736
1.975975975975976,Assistant Professor,33003.003003003,12.382382382382382,2.8113882520747477,1975.975975975976,390.44810576342115,10.905720443495442
2.015015015015015,Assistant Professor,33123.12312312312,12.677677677677679,2.839024490922905,2015.015015015015,406.02855107359613,11.036048102712305
2.0540540540540544,Assistant Professor,33243.24324324324,12.972972972972972,2.866394288337914,2054.054054054054,421.9138056975896,11.164699060681162
2.093093093093093,Assistant Professor,33363.363363363365,13.268268268268269,2.893505205174577,2093.093093093093,438.1038696354011,11.291715912432377
2.1321321321321323,Assistant Professor,33483.483483483484,13.563563563563564,2.920364451319138,2132.1321321321325,454.5987428870312,11.417139650203287
2.171171171171171,Assistant Professor,33603.6036036036,13.85885885885886,2.9469789080827646,2171.1711711711714,471.3984254524795,11.541009742857629
2.21021021021021,Assistant Professor,33723.72372372372,14.154154154154154,2.9733551487908136,2210.2102102102103,488.5029173317461,11.663364210446014
2.2492492492492495,Assistant Professor,33843.843843843846,14.44944944944945,2.9994994577424077,2249.2492492492497,505.9122185248312,11.784239694259831
2.288288288288288,Assistant Professor,33963.963963963964,14.744744744744745,3.025417847695282,2288.288288288288,523.6263290317343,11.903671522701574
2.3273273273273274,Assistant Professor,34084.08408408408,15.04004004004004,3.0511160760137117,2327.3273273273276,541.6452488524561,12.021693773267854
2.3663663663663663,Assistant Professor,34204.2042042042,15.335335335335335,3.0765996596023775,2366.3663663663665,559.9689779869959,12.13833933091716
2.4054054054054053,Assistant Professor,34324.32432432433,15.63063063063063,3.1018738887359074,2405.4054054054054,578.5975164353542,12.253639943072534
2.4444444444444446,Assistant Professor,34444.444444444445,15.925925925925926,3.1269438398822866,2444.444444444445,597.530864197531,12.36762627148927
2.4834834834834836,Assistant Professor,34564.56456456456,16.22122122122122,3.151814387608181,2483.4834834834837,616.7690212735258,12.480327941199665
2.5225225225225225,Assistant Professor,34684.68468468468,16.516516516516518,3.1764902156452632,2522.5225225225226,636.311987663339,12.591773586730318
2.561561561561562,Assistant Professor,34804.80480480481,16.81181181181181,3.200975827188679,2561.561561561562,656.1597633669708,12.701990895772271
2.6006006006006004,Assistant Professor,34924.924924924926,17.107107107107108,3.225275554491802,2600.6006006006005,676.3123483844203,12.811006650470704
2.6396396396396398,Assistant Professor,35045.045045045044,17.4024024024024,3.2493935678151638,2639.63963963964,696.7697427156887,12.918846766488159
2.6786786786786787,Assistant Professor,35165.16516516516,17.6976976976977,3.273333883781903,2678.678678678679,717.5319463607752,13.025536329983836
2.7177177177177176,Assistant Professor,35285.28528528529,17.992992992992995,3.297100373187154,2717.7177177177177,738.5989593196799,13.131099632640975
2.756756756756757,Assistant Professor,35405.40540540541,18.28828828828829,3.3206967683043613,2756.756756756757,759.9707815924033,13.235560204864674
2.795795795795796,Assistant Professor,35525.525525525525,18.583583583583582,3.3441266697275664,2795.795795795796,781.6474131789448,13.33894084726359
2.834834834834835,Assistant Professor,35645.64564564564,18.87887887887888,3.367393552785201,2834.834834834835,803.6288540793045,13.441263660520955
2.873873873873874,Assistant Professor,35765.76576576577,19.174174174174176,3.3905007735577195,2873.873873873874,825.9151042934826,13.54255007375274
2.9129129129129128,Assistant Professor,35885.88588588589,19.46946946946947,3.4134515745285814,2912.912912912913,848.5061638214792,13.642820871444012
2.951951951951952,Assistant Professor,36006.006006006006,19.764764764764763,3.4362490898955227,2951.951951951952,871.4020326632941,13.742096219048188
2.990990990990991,Assistant Professor,36126.126126126124,20.06006006006006,3.4588963505667474,2990.990990990991,894.6027108189272,13.840395687328016
3.03003003003003,Assistant Professor,36246.24624624624,20.355355355355357,3.481396288864587,3030.03003003003,918.1081982883784,13.937738275511833
3.069069069069069,Assistant Professor,36366.36636636637,20.65065065065065,3.503751742957294,3069.069069069069,941.9184950716481,14.034142433333576
3.1081081081081083,Assistant Professor,36486.48648648649,20.945945945945944,3.5259654610379316,3108.1081081081084,966.0336011687365,14.129626082020522
3.1471471471471473,Assistant Professor,36606.606606606605,21.24124124124124,3.5480401052677784,3147.1471471471473,990.4535165796428,14.224206634288484
3.186186186186186,Assistant Professor,36726.72672672673,21.536536536536538,3.5699782555002693,3186.186186186186,1015.1782413043675,14.317901013400252
3.225225225225225,Assistant Professor,36846.84684684685,21.83183183183183,3.5917824128002103,3225.225225225225,1040.2077753429105,14.410725671339453
3.2642642642642645,Assistant Professor,36966.96696696697,22.127127127127128,3.6134550027718704,3264.2642642642645,1065.542118695272,14.502696606148627
3.3033033033033035,Assistant Professor,37087.087087087086,22.42242242242242,3.634998378708471,3303.3033033033034,1091.1812713614515,14.593829378477281
3.3423423423423424,Assistant Professor,37207.207207207204,22.71771771771772,3.656414824574664,3342.3423423423424,1117.1252333414495,14.684139127382663
3.3813813813813813,Assistant Professor,37327.32732732733,23.013013013013012,3.6777065578326833,3381.3813813813813,1143.374004635266,14.773640585423419
3.4204204204204207,Assistant Professor,37447.44744744745,23.30830830830831,3.698875732122084,3420.4204204204207,1169.9275852429007,14.862348093083778
3.4594594594594597,Assistant Professor,37567.56756756757,23.603603603603602,3.719924439802217,3459.4594594594596,1196.7859751643537,14.950275612563562
3.4984984984984986,Assistant Professor,37687.687687687685,23.8988988988989,3.7408547143659554,3498.4984984984985,1223.9491743996248,15.037436740967213
3.5375375375375375,Assistant Professor,37807.80780780781,24.194194194194196,3.761668532732536,3537.5375375375374,1251.4171829487145,15.123844722922957
3.5765765765765765,Assistant Professor,37927.92792792793,24.48948948948949,3.782367817426844,3576.5765765765764,1279.1900008116224,15.209512462661475
3.615615615615616,Assistant Professor,38048.04804804805,24.784784784784787,3.8029544386519363,3615.6156156156158,1307.2676279883487,15.29445253558152
3.6546546546546548,Assistant Professor,38168.168168168166,25.08008008008008,3.8234302162611282,3654.6546546546547,1335.6500644788935,15.378677199328486
3.6936936936936937,Assistant Professor,38288.288288288284,25.375375375375377,3.84379692163553,3693.6936936936936,1364.3373102832563,15.462198404410328
3.7327327327327327,Assistant Professor,38408.40840840841,25.67067067067067,3.8640562794725093,3732.7327327327325,1393.3293654014374,15.545027804373806
